"slug","title","year","director","runtime","imdb","tmdb","times_picked","imdb_url","lb_url"
"drive-he-said","Drive, He Said","1971","Jack Nicholson","95","tt0068509","57215","8","https://www.imdb.com/title/tt0068509/","https://letterboxd.com/film/drive-he-said/"
"walk-cheerfully","Walk Cheerfully","1930","Yasujirō Ozu","95","tt0020980","162954","1","https://www.imdb.com/title/tt0020980/","https://letterboxd.com/film/walk-cheerfully/"
"the-element-of-crime","The Element of Crime","1984","Lars von Trier","104","tt0087280","9063","2","https://www.imdb.com/title/tt0087280/","https://letterboxd.com/film/the-element-of-crime/"
"the-discreet-charm-of-the-bourgeoisie","The Discreet Charm of the Bourgeoisie","1972","Luis Buñuel","101","tt0068361","4593","12","https://www.imdb.com/title/tt0068361/","https://letterboxd.com/film/the-discreet-charm-of-the-bourgeoisie/"
"beware-of-a-holy-whore","Beware of a Holy Whore","1971","Rainer Werner Fassbinder","103","tt0067962","32319","2","https://www.imdb.com/title/tt0067962/","https://letterboxd.com/film/beware-of-a-holy-whore/"
"the-girl-cant-help-it","The Girl Can't Help It","1956","Frank Tashlin","98","tt0049263","42839","1","https://www.imdb.com/title/tt0049263/","https://letterboxd.com/film/the-girl-cant-help-it/"
"something-wild-1961","Something Wild","1961","Jack Garfein","112","tt0055464","82944","3","https://www.imdb.com/title/tt0055464/","https://letterboxd.com/film/something-wild-1961/"
"hedwig-and-the-angry-inch","Hedwig and the Angry Inch","2001","John Cameron Mitchell","95","tt0248845","13403","10","https://www.imdb.com/title/tt0248845/","https://letterboxd.com/film/hedwig-and-the-angry-inch/"
"comingled-containers","Comingled Containers","1996","Stan Brakhage","3","tt0281737","126216","3","https://www.imdb.com/title/tt0281737/","https://letterboxd.com/film/comingled-containers/"
"taste-of-cherry","Taste of Cherry","1997","Abbas Kiarostami","99","tt0120265","30020","2","https://www.imdb.com/title/tt0120265/","https://letterboxd.com/film/taste-of-cherry/"
"winter-solstice-1974","Winter Solstice","1974","Hollis Frampton","33","tt2187201","166714","1","https://www.imdb.com/title/tt2187201/","https://letterboxd.com/film/winter-solstice-1974/"
"body-and-soul-1925","Body and Soul","1925","Oscar Micheaux","94","tt0015634","86955","2","https://www.imdb.com/title/tt0015634/","https://letterboxd.com/film/body-and-soul-1925/"
"the-truth-1960","The Truth","1960","Henri-Georges Clouzot","127","tt0054452","61711","3","https://www.imdb.com/title/tt0054452/","https://letterboxd.com/film/the-truth-1960/"
"veronika-voss","Veronika Voss","1982","Rainer Werner Fassbinder","105","tt0084654","2262","3","https://www.imdb.com/title/tt0084654/","https://letterboxd.com/film/veronika-voss/"
"gods-of-the-plague","Gods of the Plague","1970","Rainer Werner Fassbinder","91","tt0065808","10244","2","https://www.imdb.com/title/tt0065808/","https://letterboxd.com/film/gods-of-the-plague/"
"early-spring","Early Spring","1956","Yasujirō Ozu","145","tt0049784","20531","6","https://www.imdb.com/title/tt0049784/","https://letterboxd.com/film/early-spring/"
"shake-otis-at-monterey","Shake! Otis at Monterey","1987","D. A. Pennebaker, Chris Hegedus","19","tt0093951","61708","2","https://www.imdb.com/title/tt0093951/","https://letterboxd.com/film/shake-otis-at-monterey/"
"lacombe-lucien","Lacombe, Lucien","1974","Louis Malle","138","tt0071733","55368","1","https://www.imdb.com/title/tt0071733/","https://letterboxd.com/film/lacombe-lucien/"
"yoyo","Yoyo","1965","Pierre Étaix","92","tt0059934","90228","4","https://www.imdb.com/title/tt0059934/","https://letterboxd.com/film/yoyo/"
"the-sticklebacks-eggs","The Stickleback's Eggs","1925","Jean Painlevé","26","tt0130152","163238","1","https://www.imdb.com/title/tt0130152/","https://letterboxd.com/film/the-sticklebacks-eggs/"
"boat-people","Boat People","1982","Ann Hui","109","tt0084807","72445","1","https://www.imdb.com/title/tt0084807/","https://letterboxd.com/film/boat-people/"
"killer-of-sheep","Killer of Sheep","1978","Charles Burnett","80","tt0076263","27432","2","https://www.imdb.com/title/tt0076263/","https://letterboxd.com/film/killer-of-sheep/"
"hollywood-shuffle","Hollywood Shuffle","1987","Robert Townsend","81","tt0093200","34101","5","https://www.imdb.com/title/tt0093200/","https://letterboxd.com/film/hollywood-shuffle/"
"yi-yi","Yi Yi","2000","Edward Yang","174","tt0244316","25538","15","https://www.imdb.com/title/tt0244316/","https://letterboxd.com/film/yi-yi/"
"taipei-story","Taipei Story","1985","Edward Yang","120","tt0089866","106380","3","https://www.imdb.com/title/tt0089866/","https://letterboxd.com/film/taipei-story/"
"unrest-2022","Unrest","2022","Cyril Schäublin","94","tt11409736","749136","1","https://www.imdb.com/title/tt11409736/","https://letterboxd.com/film/unrest-2022/"
"burroughs-the-movie","Burroughs: The Movie","1983","Howard Brookner","90","tt3581384","339790","1","https://www.imdb.com/title/tt3581384/","https://letterboxd.com/film/burroughs-the-movie/"
"goke-body-snatcher-from-hell","Goké, Body Snatcher from Hell","1968","Hajime Sato","84","tt0063206","42628","2","https://www.imdb.com/title/tt0063206/","https://letterboxd.com/film/goke-body-snatcher-from-hell/"
"mildred-pierce","Mildred Pierce","1945","Michael Curtiz","111","tt0037913","3309","2","https://www.imdb.com/title/tt0037913/","https://letterboxd.com/film/mildred-pierce/"
"sanshiro-sugata-part-two","Sanshiro Sugata, Part Two","1945","Akira Kurosawa","83","tt0038268","45965","4","https://www.imdb.com/title/tt0038268/","https://letterboxd.com/film/sanshiro-sugata-part-two/"
"lone-wolf-and-cub-sword-of-vengeance","Lone Wolf and Cub: Sword of Vengeance","1972","Kenji Misumi","84","tt0068815","41471","1","https://www.imdb.com/title/tt0068815/","https://letterboxd.com/film/lone-wolf-and-cub-sword-of-vengeance/"
"mouchette","Mouchette","1967","Robert Bresson","81","tt0061996","1561","5","https://www.imdb.com/title/tt0061996/","https://letterboxd.com/film/mouchette/"
"where-is-the-friends-house","Where Is the Friend's House?","1987","Abbas Kiarostami","83","tt0093342","49964","10","https://www.imdb.com/title/tt0093342/","https://letterboxd.com/film/where-is-the-friends-house/"
"sam-now","Sam Now","2022","Reed Harkness","87","tt11742162","956448","1","https://www.imdb.com/title/tt11742162/","https://letterboxd.com/film/sam-now/"
"my-brilliant-career","My Brilliant Career","1979","Gillian Armstrong","100","tt0079596","16659","2","https://www.imdb.com/title/tt0079596/","https://letterboxd.com/film/my-brilliant-career/"
"scenes-from-a-marriage-1973-1","Scenes from a Marriage","1973","Ingmar Bergman","283","tt0070644","","12","https://www.imdb.com/title/tt0070644/","https://letterboxd.com/film/scenes-from-a-marriage-1973-1/"
"the-process","The Process","1972","Stan Brakhage","8","tt0278649","155002","3","https://www.imdb.com/title/tt0278649/","https://letterboxd.com/film/the-process/"
"the-others","The Others","2001","Alejandro Amenábar","101","tt0230600","1933","3","https://www.imdb.com/title/tt0230600/","https://letterboxd.com/film/the-others/"
"rosemarys-baby","Rosemary's Baby","1968","Roman Polanski","138","tt0063522","805","6","https://www.imdb.com/title/tt0063522/","https://letterboxd.com/film/rosemarys-baby/"
"satyricon-1969","Satyricon","1969","Federico Fellini","129","tt0064940","11163","19","https://www.imdb.com/title/tt0064940/","https://letterboxd.com/film/satyricon-1969/"
"blink-twice","Blink Twice","2024","Zoë Kravitz","103","tt14858658","840705","1","https://www.imdb.com/title/tt14858658/","https://letterboxd.com/film/blink-twice/"
"real-life","Real Life","1979","Albert Brooks","99","tt0079781","33250","3","https://www.imdb.com/title/tt0079781/","https://letterboxd.com/film/real-life/"
"adalen-31","Adalen 31","1969","Bo Widerberg","114","tt0065261","87208","1","https://www.imdb.com/title/tt0065261/","https://letterboxd.com/film/adalen-31/"
"fury","Fury","1936","Fritz Lang","92","tt0027652","14615","1","https://www.imdb.com/title/tt0027652/","https://letterboxd.com/film/fury/"
"for-all-mankind","For All Mankind","1989","Al Reinert","80","tt0097372","20423","1","https://www.imdb.com/title/tt0097372/","https://letterboxd.com/film/for-all-mankind/"
"sullivans-travels","Sullivan's Travels","1941","Preston Sturges","91","tt0034240","16305","6","https://www.imdb.com/title/tt0034240/","https://letterboxd.com/film/sullivans-travels/"
"45-years","45 Years","2015","Andrew Haigh","95","tt3544082","311291","1","https://www.imdb.com/title/tt3544082/","https://letterboxd.com/film/45-years/"
"time-2020","Time","2020","Garrett Bradley","81","tt11416746","653729","5","https://www.imdb.com/title/tt11416746/","https://letterboxd.com/film/time-2020/"
"the-souvenir","The Souvenir","2019","Joanna Hogg","120","tt6920356","473019","1","https://www.imdb.com/title/tt6920356/","https://letterboxd.com/film/the-souvenir/"
"scenes-from-a-marriage","Scenes from a Marriage","1974","Ingmar Bergman","169","tt6725014","133919","13","https://www.imdb.com/title/tt6725014/","https://letterboxd.com/film/scenes-from-a-marriage/"
"warrendale","Warrendale","1967","Allan King","101","tt0062474","86750","6","https://www.imdb.com/title/tt0062474/","https://letterboxd.com/film/warrendale/"
"aristotle-and-dante-discover-the-secrets-of-the-universe","Aristotle and Dante Discover the Secrets of the Universe","2022","Aitch Alberto","97","tt9428746","500104","1","https://www.imdb.com/title/tt9428746/","https://letterboxd.com/film/aristotle-and-dante-discover-the-secrets-of-the-universe/"
"that-obscure-object-of-desire","That Obscure Object of Desire","1977","Luis Buñuel","103","tt0075824","5781","11","https://www.imdb.com/title/tt0075824/","https://letterboxd.com/film/that-obscure-object-of-desire/"
"pleasures-of-the-flesh","Pleasures of the Flesh","1965","Nagisa Ōshima","91","tt0059159","72026","3","https://www.imdb.com/title/tt0059159/","https://letterboxd.com/film/pleasures-of-the-flesh/"
"the-pearls-of-the-crown","The Pearls of the Crown","1937","Sacha Guitry","100","tt0029394","70090","1","https://www.imdb.com/title/tt0029394/","https://letterboxd.com/film/the-pearls-of-the-crown/"
"the-squid-and-the-whale","The Squid and the Whale","2005","Noah Baumbach","81","tt0367089","10707","4","https://www.imdb.com/title/tt0367089/","https://letterboxd.com/film/the-squid-and-the-whale/"
"barcelona","Barcelona","1994","Whit Stillman","100","tt0109219","16771","4","https://www.imdb.com/title/tt0109219/","https://letterboxd.com/film/barcelona/"
"gap-toothed-women","Gap-Toothed Women","1987","Les Blank","31","tt0095199","154032","5","https://www.imdb.com/title/tt0095199/","https://letterboxd.com/film/gap-toothed-women/"
"and-the-ship-sails-on","And the Ship Sails On","1983","Federico Fellini","129","tt0087188","5622","17","https://www.imdb.com/title/tt0087188/","https://letterboxd.com/film/and-the-ship-sails-on/"
"the-idiot","The Idiot","1951","Akira Kurosawa","166","tt0043614","24774","1","https://www.imdb.com/title/tt0043614/","https://letterboxd.com/film/the-idiot/"
"la-dolce-vita","La Dolce Vita","1960","Federico Fellini","174","tt0053779","439","17","https://www.imdb.com/title/tt0053779/","https://letterboxd.com/film/la-dolce-vita/"
"diatoms","Diatoms","1968","Jean Painlevé, Geneviève Hamon","17","tt1441260","163236","1","https://www.imdb.com/title/tt1441260/","https://letterboxd.com/film/diatoms/"
"patriotism","Patriotism","1966","Yukio Mishima","28","tt0059936","71827","1","https://www.imdb.com/title/tt0059936/","https://letterboxd.com/film/patriotism/"
"an-unmarried-woman","An Unmarried Woman","1978","Paul Mazursky","124","tt0078444","38731","6","https://www.imdb.com/title/tt0078444/","https://letterboxd.com/film/an-unmarried-woman/"
"one-eyed-jacks","One-Eyed Jacks","1961","Marlon Brando","141","tt0055257","18647","5","https://www.imdb.com/title/tt0055257/","https://letterboxd.com/film/one-eyed-jacks/"
"the-age-of-innocence","The Age of Innocence","1993","Martin Scorsese","138","tt0106226","10436","8","https://www.imdb.com/title/tt0106226/","https://letterboxd.com/film/the-age-of-innocence/"
"marcello-mio","Marcello Mio","2024","Christophe Honoré","121","tt32086069","1145608","1","https://www.imdb.com/title/tt32086069/","https://letterboxd.com/film/marcello-mio/"
"repo-man","Repo Man","1984","Alex Cox","92","tt0087995","13820","12","https://www.imdb.com/title/tt0087995/","https://letterboxd.com/film/repo-man/"
"multiple-maniacs","Multiple Maniacs","1970","John Waters","97","tt0067454","25625","3","https://www.imdb.com/title/tt0067454/","https://letterboxd.com/film/multiple-maniacs/"
"paul-robeson-tribute-to-an-artist","Paul Robeson: Tribute to an Artist","1979","Saul J. Turell","30","tt0079704","113745","2","https://www.imdb.com/title/tt0079704/","https://letterboxd.com/film/paul-robeson-tribute-to-an-artist/"
"double-indemnity","Double Indemnity","1944","Billy Wilder","107","tt0036775","996","4","https://www.imdb.com/title/tt0036775/","https://letterboxd.com/film/double-indemnity/"
"chilly-scenes-of-winter","Chilly Scenes of Winter","1979","Joan Micklin Silver","95","tt0079278","42173","1","https://www.imdb.com/title/tt0079278/","https://letterboxd.com/film/chilly-scenes-of-winter/"
"safe","Safe","1995","Todd Haynes","119","tt0114323","32646","7","https://www.imdb.com/title/tt0114323/","https://letterboxd.com/film/safe/"
"the-little-soldier-1963","The Little Soldier","1963","Jean-Luc Godard","87","tt0054177","50785","2","https://www.imdb.com/title/tt0054177/","https://letterboxd.com/film/the-little-soldier-1963/"
"seven-samurai","Seven Samurai","1954","Akira Kurosawa","207","tt0047478","346","12","https://www.imdb.com/title/tt0047478/","https://letterboxd.com/film/seven-samurai/"
"salesman","Salesman","1969","David Maysles, Charlotte Zwerin, Albert Maysles","90","tt0064921","27375","5","https://www.imdb.com/title/tt0064921/","https://letterboxd.com/film/salesman/"
"breaking-the-waves","Breaking the Waves","1996","Lars von Trier","159","tt0115751","145","4","https://www.imdb.com/title/tt0115751/","https://letterboxd.com/film/breaking-the-waves/"
"roma-2018","Roma","2018","Alfonso Cuarón","135","tt6155172","426426","8","https://www.imdb.com/title/tt6155172/","https://letterboxd.com/film/roma-2018/"
"victim","Victim","1961","Basil Dearden","101","tt0055597","43028","1","https://www.imdb.com/title/tt0055597/","https://letterboxd.com/film/victim/"
"the-executioner","The Executioner","1963","Luis García Berlanga","91","tt0057643","4498","4","https://www.imdb.com/title/tt0057643/","https://letterboxd.com/film/the-executioner/"
"nosferatu-2024","Nosferatu","2024","Robert Eggers","133","tt5040012","426063","1","https://www.imdb.com/title/tt5040012/","https://letterboxd.com/film/nosferatu-2024/"
"fan-fan-the-tulip","Fan-Fan the Tulip","1952","Christian-Jaque","102","tt0044602","62547","1","https://www.imdb.com/title/tt0044602/","https://letterboxd.com/film/fan-fan-the-tulip/"
"twilight-2008","Twilight","2008","Catherine Hardwicke","122","tt1099212","8966","1","https://www.imdb.com/title/tt1099212/","https://letterboxd.com/film/twilight-2008/"
"game-of-death","Game of Death","1978","Robert Clouse","101","tt0077594","13333","10","https://www.imdb.com/title/tt0077594/","https://letterboxd.com/film/game-of-death/"
"tongues-untied","Tongues Untied","1989","Marlon Riggs","55","tt0103099","97049","6","https://www.imdb.com/title/tt0103099/","https://letterboxd.com/film/tongues-untied/"
"the-touch-1971","The Touch","1971","Ingmar Bergman","115","tt0066826","105254","12","https://www.imdb.com/title/tt0066826/","https://letterboxd.com/film/the-touch-1971/"
"after-the-rehearsal","After the Rehearsal","1984","Ingmar Bergman","74","tt0087193","42090","12","https://www.imdb.com/title/tt0087193/","https://letterboxd.com/film/after-the-rehearsal/"
"mccabe-mrs-miller","McCabe & Mrs. Miller","1971","Robert Altman","120","tt0067411","29005","6","https://www.imdb.com/title/tt0067411/","https://letterboxd.com/film/mccabe-mrs-miller/"
