"selector_label","title","director","criterion_url","source","published_rank"
"Terence Nance","8½","Federico Fellini","https://www.criterion.com/films/150-8","https://github.com/brittonwalker/criterion-top-ten",""
"Atom Egoyan","8½","Federico Fellini","https://www.criterion.com/films/150-8","https://github.com/brittonwalker/criterion-top-ten",""
"Mary Ellen Mark","8½","Federico Fellini","https://www.criterion.com/films/150-8","https://github.com/brittonwalker/criterion-top-ten",""
"Martin Scorsese","8½","Federico Fellini","https://www.criterion.com/films/150-8","https://github.com/brittonwalker/criterion-top-ten",""
"Stella Mozgawa","8½","Federico Fellini","https://www.criterion.com/films/150-8","https://github.com/brittonwalker/criterion-top-ten",""
"Donald Fagen","8½","Federico Fellini","https://www.criterion.com/films/150-8","https://github.com/brittonwalker/criterion-top-ten",""
"Roger Corman","8½","Federico Fellini","https://www.criterion.com/films/150-8","https://github.com/brittonwalker/criterion-top-ten",""
"Flying Lotus","8½","Federico Fellini","https://www.criterion.com/films/150-8","https://github.com/brittonwalker/criterion-top-ten",""
"Paul Feig ","8½","Federico Fellini","https://www.criterion.com/films/150-8","https://github.com/brittonwalker/criterion-top-ten",""
"Oren Moverman","8½","Federico Fellini","https://www.criterion.com/films/150-8","https://github.com/brittonwalker/criterion-top-ten",""
"Greg Mottola","8½","Federico Fellini","https://www.criterion.com/films/150-8","https://github.com/brittonwalker/criterion-top-ten",""
"Götz Spielmann","8½","Federico Fellini","https://www.criterion.com/films/150-8","https://github.com/brittonwalker/criterion-top-ten",""
"Monte Hellman","8½","Federico Fellini","https://www.criterion.com/films/150-8","https://github.com/brittonwalker/criterion-top-ten",""
"Chris Hegedus","8½","Federico Fellini","https://www.criterion.com/films/150-8","https://github.com/brittonwalker/criterion-top-ten",""
"Nicolas Roeg","8½","Federico Fellini","https://www.criterion.com/films/150-8","https://github.com/brittonwalker/criterion-top-ten",""
"Rian Johnson","8½","Federico Fellini","https://www.criterion.com/films/150-8","https://github.com/brittonwalker/criterion-top-ten",""
"Allan Arkush","8½","Federico Fellini","https://www.criterion.com/films/150-8","https://github.com/brittonwalker/criterion-top-ten",""
"Mike Allred","8½","Federico Fellini","https://www.criterion.com/films/150-8","https://github.com/brittonwalker/criterion-top-ten",""
"Owen Kline","The Bank Dick","Edward Cline","https://www.criterion.com/films/617-the-bank-dick","https://github.com/brittonwalker/criterion-top-ten",""
"Tracy Letts","The Bank Dick","Edward Cline","https://www.criterion.com/films/617-the-bank-dick","https://github.com/brittonwalker/criterion-top-ten",""
"Aaron Katz's Top 10 ","The Bank Dick","Edward Cline","https://www.criterion.com/films/617-the-bank-dick","https://github.com/brittonwalker/criterion-top-ten",""
"Troy Miller","The Bank Dick","Edward Cline","https://www.criterion.com/films/617-the-bank-dick","https://github.com/brittonwalker/criterion-top-ten",""
"Paul Morrissey","The Bank Dick","Edward Cline","https://www.criterion.com/films/617-the-bank-dick","https://github.com/brittonwalker/criterion-top-ten",""
"David Schwartz","The Bank Dick","Edward Cline","https://www.criterion.com/films/617-the-bank-dick","https://github.com/brittonwalker/criterion-top-ten",""
"Bill Plympton","The Bank Dick","Edward Cline","https://www.criterion.com/films/617-the-bank-dick","https://github.com/brittonwalker/criterion-top-ten",""
"Owen Kline","W. C. Fields—Six Short Films","Monte Brice, Clyde Bruckman, Edwin Middleton, Leslie Pearce, and Arthur Ripley","https://www.criterion.com/films/618-w-c-fieldssix-short-films","https://github.com/brittonwalker/criterion-top-ten",""
"Owen Kline","The Lady Eve","Preston Sturges","https://www.criterion.com/films/639-the-lady-eve","https://github.com/brittonwalker/criterion-top-ten",""
"Phil Rosenthal","The Lady Eve","Preston Sturges","https://www.criterion.com/films/639-the-lady-eve","https://github.com/brittonwalker/criterion-top-ten",""
"Oren Moverman","The Lady Eve","Preston Sturges","https://www.criterion.com/films/639-the-lady-eve","https://github.com/brittonwalker/criterion-top-ten",""
"Whit Stillman","The Lady Eve","Preston Sturges","https://www.criterion.com/films/639-the-lady-eve","https://github.com/brittonwalker/criterion-top-ten",""
"Al Reinert","The Lady Eve","Preston Sturges","https://www.criterion.com/films/639-the-lady-eve","https://github.com/brittonwalker/criterion-top-ten",""
"Monte Hellman","The Lady Eve","Preston Sturges","https://www.criterion.com/films/639-the-lady-eve","https://github.com/brittonwalker/criterion-top-ten",""
"Ricky Jay","The Lady Eve","Preston Sturges","https://www.criterion.com/films/639-the-lady-eve","https://github.com/brittonwalker/criterion-top-ten",""
"Robin Wood","The Lady Eve","Preston Sturges","https://www.criterion.com/films/639-the-lady-eve","https://github.com/brittonwalker/criterion-top-ten",""
"Kevin Macdonald","The Lady Eve","Preston Sturges","https://www.criterion.com/films/639-the-lady-eve","https://github.com/brittonwalker/criterion-top-ten",""
"Dennis Lehane","The Lady Eve","Preston Sturges","https://www.criterion.com/films/639-the-lady-eve","https://github.com/brittonwalker/criterion-top-ten",""
"Gary Giddins","The Lady Eve","Preston Sturges","https://www.criterion.com/films/639-the-lady-eve","https://github.com/brittonwalker/criterion-top-ten",""
"Allan Arkush","The Lady Eve","Preston Sturges","https://www.criterion.com/films/639-the-lady-eve","https://github.com/brittonwalker/criterion-top-ten",""
"Owen Kline","Sullivan’s Travels","Preston Sturges","https://www.criterion.com/films/657-sullivans-travels","https://github.com/brittonwalker/criterion-top-ten",""
"Connor Jessup","Sullivan’s Travels","Preston Sturges","https://www.criterion.com/films/657-sullivans-travels","https://github.com/brittonwalker/criterion-top-ten",""
"Alan Arkin","Sullivan’s Travels","Preston Sturges","https://www.criterion.com/films/657-sullivans-travels","https://github.com/brittonwalker/criterion-top-ten",""
"Phil Rosenthal","Sullivan’s Travels","Preston Sturges","https://www.criterion.com/films/657-sullivans-travels","https://github.com/brittonwalker/criterion-top-ten",""
"Oren Moverman","Sullivan’s Travels","Preston Sturges","https://www.criterion.com/films/657-sullivans-travels","https://github.com/brittonwalker/criterion-top-ten",""
"Robert Ben Garant and Tom Lennon","Sullivan’s Travels","Preston Sturges","https://www.criterion.com/films/657-sullivans-travels","https://github.com/brittonwalker/criterion-top-ten",""
"Anthony Bourdain","Sullivan’s Travels","Preston Sturges","https://www.criterion.com/films/657-sullivans-travels","https://github.com/brittonwalker/criterion-top-ten",""
"Bill Hader","Sullivan’s Travels","Preston Sturges","https://www.criterion.com/films/657-sullivans-travels","https://github.com/brittonwalker/criterion-top-ten",""
"Guillermo del Toro","Sullivan’s Travels","Preston Sturges","https://www.criterion.com/films/657-sullivans-travels","https://github.com/brittonwalker/criterion-top-ten",""
"Chris Hegedus","Sullivan’s Travels","Preston Sturges","https://www.criterion.com/films/657-sullivans-travels","https://github.com/brittonwalker/criterion-top-ten",""
"Bruce Goldstein","Sullivan’s Travels","Preston Sturges","https://www.criterion.com/films/657-sullivans-travels","https://github.com/brittonwalker/criterion-top-ten",""
"Owen Kline","Billy Liar","John Schlesinger","https://www.criterion.com/films/662-billy-liar","https://github.com/brittonwalker/criterion-top-ten",""
"Douglas Hart","Billy Liar","John Schlesinger","https://www.criterion.com/films/662-billy-liar","https://github.com/brittonwalker/criterion-top-ten",""
"Donald Fagen","Billy Liar","John Schlesinger","https://www.criterion.com/films/662-billy-liar","https://github.com/brittonwalker/criterion-top-ten",""
"Dominic Monaghan","Billy Liar","John Schlesinger","https://www.criterion.com/films/662-billy-liar","https://github.com/brittonwalker/criterion-top-ten",""
"Georgia Hubley","Billy Liar","John Schlesinger","https://www.criterion.com/films/662-billy-liar","https://github.com/brittonwalker/criterion-top-ten",""
"Steve Buscemi","Billy Liar","John Schlesinger","https://www.criterion.com/films/662-billy-liar","https://github.com/brittonwalker/criterion-top-ten",""
"Owen Kline","Eclipse Series 33: Up All Night with Robert Downey Sr.","","https://www.criterion.com/boxsets/887-eclipse-series-33-up-all-night-with-robert-downey-sr","https://github.com/brittonwalker/criterion-top-ten",""
"Owen Kline","If....","Lindsay Anderson","https://www.criterion.com/films/825-if","https://github.com/brittonwalker/criterion-top-ten",""
"Joel Potrykus","If....","Lindsay Anderson","https://www.criterion.com/films/825-if","https://github.com/brittonwalker/criterion-top-ten",""
"Nathan Silver","If....","Lindsay Anderson","https://www.criterion.com/films/825-if","https://github.com/brittonwalker/criterion-top-ten",""
"Barnaby Clay","If....","Lindsay Anderson","https://www.criterion.com/films/825-if","https://github.com/brittonwalker/criterion-top-ten",""
"Douglas Hart","If....","Lindsay Anderson","https://www.criterion.com/films/825-if","https://github.com/brittonwalker/criterion-top-ten",""
"Allan Arkush","If....","Lindsay Anderson","https://www.criterion.com/films/825-if","https://github.com/brittonwalker/criterion-top-ten",""
"Owen Kline","They Live by Night","Nicholas Ray","https://www.criterion.com/films/28717-they-live-by-night","https://github.com/brittonwalker/criterion-top-ten",""
"Owen Kline","Crumb","Terry Zwigoff","https://www.criterion.com/films/2104-crumb","https://github.com/brittonwalker/criterion-top-ten",""
"Jeremiah Zagar","Crumb","Terry Zwigoff","https://www.criterion.com/films/2104-crumb","https://github.com/brittonwalker/criterion-top-ten",""
"Dustin Guy Defa","Crumb","Terry Zwigoff","https://www.criterion.com/films/2104-crumb","https://github.com/brittonwalker/criterion-top-ten",""
"Nathan Silver","Crumb","Terry Zwigoff","https://www.criterion.com/films/2104-crumb","https://github.com/brittonwalker/criterion-top-ten",""
"Zach Clark","Crumb","Terry Zwigoff","https://www.criterion.com/films/2104-crumb","https://github.com/brittonwalker/criterion-top-ten",""
"Josh and Benny Safdie","Crumb","Terry Zwigoff","https://www.criterion.com/films/2104-crumb","https://github.com/brittonwalker/criterion-top-ten",""
"Keegan McHargue","Crumb","Terry Zwigoff","https://www.criterion.com/films/2104-crumb","https://github.com/brittonwalker/criterion-top-ten",""
"Andrew Weil","Crumb","Terry Zwigoff","https://www.criterion.com/films/2104-crumb","https://github.com/brittonwalker/criterion-top-ten",""
"Dominic Monaghan","Crumb","Terry Zwigoff","https://www.criterion.com/films/2104-crumb","https://github.com/brittonwalker/criterion-top-ten",""
"Robert Ben Garant and Tom Lennon","Crumb","Terry Zwigoff","https://www.criterion.com/films/2104-crumb","https://github.com/brittonwalker/criterion-top-ten",""
"Owen Kline","Ride the Pink Horse","Robert Montgomery","https://www.criterion.com/films/28066-ride-the-pink-horse","https://github.com/brittonwalker/criterion-top-ten",""
"Illeana Douglas","Ride the Pink Horse","Robert Montgomery","https://www.criterion.com/films/28066-ride-the-pink-horse","https://github.com/brittonwalker/criterion-top-ten",""
"Owen Kline","The Night of the Hunter","Charles Laughton","https://www.criterion.com/films/27525-the-night-of-the-hunter","https://github.com/brittonwalker/criterion-top-ten",""
"Azazel Jacobs","The Night of the Hunter","Charles Laughton","https://www.criterion.com/films/27525-the-night-of-the-hunter","https://github.com/brittonwalker/criterion-top-ten",""
"Jeremy Workman","The Night of the Hunter","Charles Laughton","https://www.criterion.com/films/27525-the-night-of-the-hunter","https://github.com/brittonwalker/criterion-top-ten",""
"​Jon Dieringer","The Night of the Hunter","Charles Laughton","https://www.criterion.com/films/27525-the-night-of-the-hunter","https://github.com/brittonwalker/criterion-top-ten",""
"Pat Healy","The Night of the Hunter","Charles Laughton","https://www.criterion.com/films/27525-the-night-of-the-hunter","https://github.com/brittonwalker/criterion-top-ten",""
"Barnaby Clay","The Night of the Hunter","Charles Laughton","https://www.criterion.com/films/27525-the-night-of-the-hunter","https://github.com/brittonwalker/criterion-top-ten",""
"Bill Condon","The Night of the Hunter","Charles Laughton","https://www.criterion.com/films/27525-the-night-of-the-hunter","https://github.com/brittonwalker/criterion-top-ten",""
"Ken Jennings","The Night of the Hunter","Charles Laughton","https://www.criterion.com/films/27525-the-night-of-the-hunter","https://github.com/brittonwalker/criterion-top-ten",""
"Megan Abbott","The Night of the Hunter","Charles Laughton","https://www.criterion.com/films/27525-the-night-of-the-hunter","https://github.com/brittonwalker/criterion-top-ten",""
"Mogwai","The Night of the Hunter","Charles Laughton","https://www.criterion.com/films/27525-the-night-of-the-hunter","https://github.com/brittonwalker/criterion-top-ten",""
"Alan Arkin","The Night of the Hunter","Charles Laughton","https://www.criterion.com/films/27525-the-night-of-the-hunter","https://github.com/brittonwalker/criterion-top-ten",""
"Paul Schneider","The Night of the Hunter","Charles Laughton","https://www.criterion.com/films/27525-the-night-of-the-hunter","https://github.com/brittonwalker/criterion-top-ten",""
"K. K. Barrett","The Night of the Hunter","Charles Laughton","https://www.criterion.com/films/27525-the-night-of-the-hunter","https://github.com/brittonwalker/criterion-top-ten",""
"Kim Newman","The Night of the Hunter","Charles Laughton","https://www.criterion.com/films/27525-the-night-of-the-hunter","https://github.com/brittonwalker/criterion-top-ten",""
"William Friedkin ","The Night of the Hunter","Charles Laughton","https://www.criterion.com/films/27525-the-night-of-the-hunter","https://github.com/brittonwalker/criterion-top-ten",""
"Phil Rosenthal","The Night of the Hunter","Charles Laughton","https://www.criterion.com/films/27525-the-night-of-the-hunter","https://github.com/brittonwalker/criterion-top-ten",""
"Nicolas Winding Refn","The Night of the Hunter","Charles Laughton","https://www.criterion.com/films/27525-the-night-of-the-hunter","https://github.com/brittonwalker/criterion-top-ten",""
"Aki Kaurismäki ","The Night of the Hunter","Charles Laughton","https://www.criterion.com/films/27525-the-night-of-the-hunter","https://github.com/brittonwalker/criterion-top-ten",""
"João Pedro Rodrigues","The Night of the Hunter","Charles Laughton","https://www.criterion.com/films/27525-the-night-of-the-hunter","https://github.com/brittonwalker/criterion-top-ten",""
